seq,ts_ns,payload,occ_bytes,current,cost_uds_us,cost_shm_us,queue_wait_shm_us,switch_cost_us,setup_cost_us,health_penalty_us,latency_penalty_us,score_uds_us,score_shm_us,selected,reason
1495,23382691631000,512,8637,UDS,3.77,52.90,52.85,20.00,0.00,0.00,0.00,3.77,72.90,UDS,COST_STABLE
1496,23382691633000,512,8206,UDS,3.77,45.15,45.10,20.00,0.00,0.00,0.00,3.77,65.15,UDS,COST_STABLE
1497,23382691635000,512,7795,UDS,3.77,39.67,39.62,20.00,0.00,0.00,0.00,3.77,59.67,UDS,COST_STABLE
1498,23382691638000,512,7405,UDS,3.77,38.71,38.66,20.00,0.00,0.00,0.00,3.77,58.71,UDS,COST_STABLE
1499,23382691643000,512,7035,UDS,3.77,40.55,40.50,20.00,0.00,0.00,0.00,3.77,60.55,UDS,COST_STABLE
1500,23382691646000,512,6683,UDS,3.77,38.66,38.61,20.00,0.00,0.00,0.00,3.77,58.66,UDS,COST_STABLE
1501,23382691649000,512,6349,UDS,3.77,36.83,36.78,20.00,0.00,0.00,0.00,3.77,56.83,UDS,COST_STABLE
1502,23382691653000,512,6032,UDS,3.77,36.90,36.85,20.00,0.00,0.00,0.00,3.77,56.90,UDS,COST_STABLE
1503,23382691655000,512,5730,UDS,3.77,31.51,31.46,20.00,0.00,0.00,0.00,3.77,51.51,UDS,COST_STABLE
1504,23382691657000,512,5444,UDS,3.77,27.70,27.65,20.00,0.00,0.00,0.00,3.77,47.70,UDS,COST_STABLE
1505,23382691660000,512,5171,UDS,3.77,27.03,26.98,20.00,0.00,0.00,0.00,3.77,47.03,UDS,COST_STABLE
1506,23382691664000,512,4913,UDS,3.77,27.51,27.46,20.00,0.00,0.00,0.00,3.77,47.51,UDS,COST_STABLE
1507,23382691667000,512,4667,UDS,3.77,26.38,26.33,20.00,0.00,0.00,0.00,3.77,46.38,UDS,COST_STABLE
1508,23382691671000,512,4434,UDS,3.77,26.54,26.48,20.00,0.00,0.00,0.00,3.77,46.54,UDS,COST_STABLE
1509,23382691673000,512,4212,UDS,3.77,22.80,22.75,20.00,0.00,0.00,0.00,3.77,42.80,UDS,COST_STABLE
1510,23382691676000,512,4001,UDS,3.77,22.01,21.95,20.00,0.00,0.00,0.00,3.77,42.01,UDS,COST_STABLE
1511,23382691680000,512,3801,UDS,3.77,22.23,22.18,20.00,0.00,0.00,0.00,3.77,42.23,UDS,COST_STABLE
1512,23382691682000,512,3611,UDS,3.77,19.23,19.18,20.00,0.00,0.00,0.00,3.77,39.23,UDS,COST_STABLE
1513,23382691685000,512,3431,UDS,3.77,18.62,18.57,20.00,0.00,0.00,0.00,3.77,38.62,UDS,COST_STABLE
1514,23382691688000,512,3259,UDS,3.77,17.96,17.91,20.00,0.00,0.00,0.00,3.77,37.96,UDS,COST_STABLE
1515,23382691691000,512,3096,UDS,3.77,17.28,17.23,20.00,0.00,0.00,0.00,3.77,37.28,UDS,COST_STABLE
1516,23382691694000,512,2941,UDS,3.77,16.58,16.53,20.00,0.00,0.00,0.00,3.77,36.58,UDS,COST_STABLE
1517,23382691696000,512,2794,UDS,3.77,14.49,14.44,20.00,0.00,0.00,0.00,3.77,34.49,UDS,COST_STABLE
1518,23382691699000,512,2654,UDS,3.77,14.10,14.05,20.00,0.00,0.00,0.00,3.77,34.10,UDS,COST_STABLE
1519,23382691702000,512,2522,UDS,3.77,13.66,13.61,20.00,0.00,0.00,0.00,3.77,33.66,UDS,COST_STABLE
1520,23382691705000,512,2396,UDS,3.77,13.19,13.14,20.00,0.00,0.00,0.00,3.77,33.19,UDS,COST_STABLE
1521,23382691708000,512,2276,UDS,3.77,12.69,12.64,20.00,0.00,0.00,0.00,3.77,32.69,UDS,COST_STABLE
1522,23382691711000,512,2162,UDS,3.77,12.19,12.14,20.00,0.00,0.00,0.00,3.77,32.19,UDS,COST_STABLE
1523,23382691714000,512,2054,UDS,3.77,11.68,11.63,20.00,0.00,0.00,0.00,3.77,31.68,UDS,COST_STABLE
1524,23382691717000,512,1951,UDS,3.77,11.17,11.12,20.00,0.00,0.00,0.00,3.77,31.17,UDS,COST_STABLE
1525,23382691720000,512,1854,UDS,3.77,10.68,10.62,20.00,0.00,0.00,0.00,3.77,30.68,UDS,COST_STABLE
1526,23382691723000,512,1761,UDS,3.77,10.19,10.14,20.00,0.00,0.00,0.00,3.77,30.19,UDS,COST_STABLE
1527,23382691726000,512,1673,UDS,3.77,9.72,9.66,20.00,0.00,0.00,0.00,3.77,29.72,UDS,COST_STABLE
1528,23382691729000,512,1589,UDS,3.77,9.26,9.20,20.00,0.00,0.00,0.00,3.77,29.26,UDS,COST_STABLE
1529,23382691731000,512,1510,UDS,3.77,8.03,7.98,20.00,0.00,0.00,0.00,3.77,28.03,UDS,COST_STABLE
1530,23382691734000,512,1434,UDS,3.77,7.78,7.73,20.00,0.00,0.00,0.00,3.77,27.78,UDS,COST_STABLE
1531,23382691737000,512,1362,UDS,3.77,7.51,7.46,20.00,0.00,0.00,0.00,3.77,27.51,UDS,COST_STABLE
1532,23382691740000,512,1294,UDS,3.77,7.23,7.18,20.00,0.00,0.00,0.00,3.77,27.23,UDS,COST_STABLE
1533,23382691744000,512,1230,UDS,3.77,7.30,7.25,20.00,0.00,0.00,0.00,3.77,27.30,UDS,COST_STABLE
1534,23382691746000,512,1168,UDS,3.77,6.30,6.25,20.00,0.00,0.00,0.00,3.77,26.30,UDS,COST_STABLE
1535,23382691748000,512,1110,UDS,3.77,5.58,5.53,20.00,0.00,0.00,0.00,3.77,25.58,UDS,COST_STABLE
1536,23382691751000,512,1054,UDS,3.77,5.46,5.41,20.00,0.00,0.00,0.00,3.77,25.46,UDS,COST_STABLE
1537,23382691754000,512,1001,UDS,3.77,5.32,5.27,20.00,0.00,0.00,0.00,3.77,25.32,UDS,COST_STABLE
1538,23382691757000,512,951,UDS,3.77,5.16,5.11,20.00,0.00,0.00,0.00,3.77,25.16,UDS,COST_STABLE
1539,23382691760000,512,904,UDS,3.77,4.99,4.94,20.00,0.00,0.00,0.00,3.77,24.99,UDS,COST_STABLE
1540,23382691763000,512,858,UDS,3.77,4.80,4.75,20.00,0.00,0.00,0.00,3.77,24.80,UDS,COST_STABLE
1541,23382691766000,512,816,UDS,3.77,4.62,4.57,20.00,0.00,0.00,0.00,3.77,24.62,UDS,COST_STABLE
1542,23382691768000,512,775,UDS,3.77,4.05,3.99,20.00,0.00,0.00,0.00,3.77,24.05,UDS,COST_STABLE
1543,23382691771000,512,736,UDS,3.77,3.94,3.89,20.00,0.00,0.00,0.00,3.77,23.94,UDS,COST_STABLE
1544,23382691774000,512,699,UDS,3.77,3.82,3.77,20.00,0.00,0.00,0.00,3.77,23.82,UDS,COST_STABLE
1545,23382691776000,512,664,UDS,3.77,3.38,3.32,20.00,0.00,0.00,0.00,3.77,23.38,UDS,COST_STABLE
1546,23382691779000,512,631,UDS,3.77,3.31,3.25,20.00,0.00,0.00,0.00,3.77,23.31,UDS,COST_STABLE
1547,23382691782000,512,599,UDS,3.77,3.22,3.17,20.00,0.00,0.00,0.00,3.77,23.22,UDS,COST_STABLE
1548,23382691784000,512,569,UDS,3.77,2.86,2.81,20.00,0.00,0.00,0.00,3.77,22.86,UDS,COST_STABLE
1549,23382691787000,512,541,UDS,3.77,2.81,2.76,20.00,0.00,0.00,0.00,3.77,22.81,UDS,COST_STABLE
1550,23382691790000,512,514,UDS,3.77,2.74,2.69,20.00,0.00,0.00,0.00,3.77,22.74,UDS,COST_STABLE
1551,23382691792000,512,488,UDS,3.77,2.44,2.39,20.00,0.00,0.00,0.00,3.77,22.44,UDS,COST_STABLE
1552,23382691796000,512,464,UDS,3.77,2.51,2.46,20.00,0.00,0.00,0.00,3.77,22.51,UDS,COST_STABLE
1553,23382691798000,512,440,UDS,3.77,2.23,2.18,20.00,0.00,0.00,0.00,3.77,22.23,UDS,COST_STABLE
1554,23382691801000,512,418,UDS,3.77,2.18,2.13,20.00,0.00,0.00,0.00,3.77,22.18,UDS,COST_STABLE
1555,23382691803000,512,397,UDS,3.77,1.96,1.91,20.00,0.00,0.00,0.00,3.77,21.96,UDS,COST_STABLE
1556,23382691806000,512,378,UDS,3.77,1.94,1.89,20.00,0.00,0.00,0.00,3.77,21.94,UDS,COST_STABLE
1557,23382691809000,512,359,UDS,3.77,1.90,1.85,20.00,0.00,0.00,0.00,3.77,21.90,UDS,COST_STABLE
1558,23382691812000,512,341,UDS,3.77,1.85,1.80,20.00,0.00,0.00,0.00,3.77,21.85,UDS,COST_STABLE
1559,23382691815000,512,324,UDS,3.77,1.79,1.74,20.00,0.00,0.00,0.00,3.77,21.79,UDS,COST_STABLE
1560,23382691817000,512,307,UDS,3.77,1.59,1.54,20.00,0.00,0.00,0.00,3.77,21.59,UDS,COST_STABLE
1561,23382691820000,512,292,UDS,3.77,1.56,1.50,20.00,0.00,0.00,0.00,3.77,21.56,UDS,COST_STABLE
1562,23382691823000,512,277,UDS,3.77,1.51,1.46,20.00,0.00,0.00,0.00,3.77,21.51,UDS,COST_STABLE
1563,23382691826000,512,264,UDS,3.77,1.47,1.42,20.00,0.00,0.00,0.00,3.77,21.47,UDS,COST_STABLE
1564,23382691829000,512,250,UDS,3.77,1.42,1.37,20.00,0.00,0.00,0.00,3.77,21.42,UDS,COST_STABLE
1565,23382691832000,512,238,UDS,3.77,1.37,1.32,20.00,0.00,0.00,0.00,3.77,21.37,UDS,COST_STABLE
1566,23382691835000,512,226,UDS,3.77,1.32,1.27,20.00,0.00,0.00,0.00,3.77,21.32,UDS,COST_STABLE
1567,23382691838000,512,215,UDS,3.77,1.27,1.22,20.00,0.00,0.00,0.00,3.77,21.27,UDS,COST_STABLE
1568,23382691841000,512,204,UDS,3.77,1.21,1.16,20.00,0.00,0.00,0.00,3.77,21.21,UDS,COST_STABLE
1569,23382691843000,512,194,UDS,3.77,1.06,1.01,20.00,0.00,0.00,0.00,3.77,21.06,UDS,COST_STABLE
1570,23382691847000,512,184,UDS,3.77,1.08,1.03,20.00,0.00,0.00,0.00,3.77,21.08,UDS,COST_STABLE
1571,23382691849000,512,175,UDS,3.77,0.95,0.90,20.00,0.00,0.00,0.00,3.77,20.95,UDS,COST_STABLE
1572,23382691852000,512,166,UDS,3.77,0.93,0.88,20.00,0.00,0.00,0.00,3.77,20.93,UDS,COST_STABLE
1573,23382691854000,512,158,UDS,3.77,0.83,0.78,20.00,0.00,0.00,0.00,3.77,20.83,UDS,COST_STABLE
1574,23382691856000,512,150,UDS,3.77,0.75,0.70,20.00,0.00,0.00,0.00,3.77,20.75,UDS,COST_STABLE
1575,23382691859000,512,142,UDS,3.77,0.74,0.69,20.00,0.00,0.00,0.00,3.77,20.74,UDS,COST_STABLE
1576,23382691861000,512,135,UDS,3.77,0.68,0.63,20.00,0.00,0.00,0.00,3.77,20.68,UDS,COST_STABLE
1577,23382691864000,512,128,UDS,3.77,0.67,0.62,20.00,0.00,0.00,0.00,3.77,20.67,UDS,COST_STABLE
1578,23382691866000,512,122,UDS,3.77,0.62,0.56,20.00,0.00,0.00,0.00,3.77,20.62,UDS,COST_STABLE
1579,23382691869000,512,116,UDS,3.77,0.61,0.56,20.00,0.00,0.00,0.00,3.77,20.61,UDS,COST_STABLE
1580,23382691872000,512,110,UDS,3.77,0.60,0.55,20.00,0.00,0.00,0.00,3.77,20.60,UDS,COST_STABLE
1581,23382691874000,512,104,UDS,3.77,0.54,0.49,20.00,0.00,0.00,0.00,3.77,20.54,UDS,COST_STABLE
1582,23382691878000,512,99,UDS,3.77,0.56,0.51,20.00,0.00,0.00,0.00,3.77,20.56,UDS,COST_STABLE
1583,23382691883000,512,94,UDS,3.77,0.59,0.53,20.00,0.00,0.00,0.00,3.77,20.59,UDS,COST_STABLE
1584,23382691891000,512,89,UDS,3.77,0.63,0.58,20.00,0.00,0.00,0.00,3.77,20.63,UDS,COST_STABLE
1585,23382691895000,512,85,UDS,3.77,0.62,0.57,20.00,0.00,0.00,0.00,3.77,20.62,UDS,COST_STABLE
1586,23382691897000,512,81,UDS,3.77,0.53,0.48,20.00,0.00,0.00,0.00,3.77,20.53,UDS,COST_STABLE
1587,23382691899000,512,77,UDS,3.77,0.46,0.41,20.00,0.00,0.00,0.00,3.77,20.46,UDS,COST_STABLE
1588,23382691902000,512,73,UDS,3.77,0.45,0.40,20.00,0.00,0.00,0.00,3.77,20.45,UDS,COST_STABLE
1589,23382691905000,512,69,UDS,3.77,0.43,0.38,20.00,0.00,0.00,0.00,3.77,20.43,UDS,COST_STABLE
1590,23382691908000,512,66,UDS,3.77,0.42,0.37,20.00,0.00,0.00,0.00,3.77,20.42,UDS,COST_STABLE
1591,23382691911000,512,62,UDS,3.77,0.40,0.35,20.00,0.00,0.00,0.00,3.77,20.40,UDS,COST_STABLE
1592,23382691913000,512,59,UDS,3.77,0.36,0.31,20.00,0.00,0.00,0.00,3.77,20.36,UDS,COST_STABLE
1593,23382691916000,512,56,UDS,3.77,0.35,0.30,20.00,0.00,0.00,0.00,3.77,20.35,UDS,COST_STABLE
1594,23382691919000,512,53,UDS,3.77,0.34,0.29,20.00,0.00,0.00,0.00,3.77,20.34,UDS,COST_STABLE
1595,23382691921000,512,51,UDS,3.77,0.31,0.26,20.00,0.00,0.00,0.00,3.77,20.31,UDS,COST_STABLE
1596,23382691924000,512,48,UDS,3.77,0.30,0.25,20.00,0.00,0.00,0.00,3.77,20.30,UDS,COST_STABLE
1597,23382691926000,512,46,UDS,3.77,0.28,0.22,20.00,0.00,0.00,0.00,3.77,20.28,UDS,COST_STABLE
1598,23382691928000,512,43,UDS,3.77,0.25,0.20,20.00,0.00,0.00,0.00,3.77,20.25,UDS,COST_STABLE
1599,23382691931000,512,41,UDS,3.77,0.25,0.20,20.00,0.00,0.00,0.00,3.77,20.25,UDS,COST_STABLE
1600,23382691933000,512,39,UDS,3.77,0.23,0.18,20.00,0.00,0.00,0.00,3.77,20.23,UDS,COST_STABLE
1601,23382691937000,512,37,UDS,3.77,0.24,0.19,20.00,0.00,0.00,0.00,3.77,20.24,UDS,COST_STABLE
1602,23382691939000,512,35,UDS,3.77,0.22,0.17,20.00,0.00,0.00,0.00,3.77,20.22,UDS,COST_STABLE
1603,23382691942000,512,33,UDS,3.77,0.21,0.16,20.00,0.00,0.00,0.00,3.77,20.21,UDS,COST_STABLE
1604,23382691944000,512,32,UDS,3.77,0.20,0.15,20.00,0.00,0.00,0.00,3.77,20.20,UDS,COST_STABLE
1605,23382691947000,512,30,UDS,3.77,0.20,0.15,20.00,0.00,0.00,0.00,3.77,20.20,UDS,COST_STABLE
1606,23382691949000,512,29,UDS,3.77,0.19,0.13,20.00,0.00,0.00,0.00,3.77,20.19,UDS,COST_STABLE
1607,23382691951000,512,27,UDS,3.77,0.17,0.12,20.00,0.00,0.00,0.00,3.77,20.17,UDS,COST_STABLE
1608,23382691953000,512,26,UDS,3.77,0.17,0.11,20.00,0.00,0.00,0.00,3.77,20.17,UDS,COST_STABLE
1609,23382691955000,512,24,UDS,3.77,0.15,0.10,20.00,0.00,0.00,0.00,3.77,20.15,UDS,COST_STABLE
1610,23382691957000,512,23,UDS,3.77,0.15,0.10,20.00,0.00,0.00,0.00,3.77,20.15,UDS,COST_STABLE
1611,23382691959000,512,22,UDS,3.77,0.14,0.09,20.00,0.00,0.00,0.00,3.77,20.14,UDS,COST_STABLE
1612,23382691962000,512,21,UDS,3.77,0.14,0.09,20.00,0.00,0.00,0.00,3.77,20.14,UDS,COST_STABLE
1613,23382691964000,512,20,UDS,3.77,0.14,0.09,20.00,0.00,0.00,0.00,3.77,20.14,UDS,COST_STABLE
1614,23382691966000,512,19,UDS,3.77,0.13,0.08,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1615,23382691968000,512,18,UDS,3.77,0.13,0.07,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1616,23382691970000,512,17,UDS,3.77,0.12,0.07,20.00,0.00,0.00,0.00,3.77,20.12,UDS,COST_STABLE
1617,23382691972000,512,16,UDS,3.77,0.12,0.06,20.00,0.00,0.00,0.00,3.77,20.12,UDS,COST_STABLE
1618,23382691974000,512,15,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1619,23382691977000,512,14,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1620,23382691980000,512,14,UDS,3.77,0.12,0.06,20.00,0.00,0.00,0.00,3.77,20.12,UDS,COST_STABLE
1621,23382691986000,512,13,UDS,3.77,0.12,0.07,20.00,0.00,0.00,0.00,3.77,20.12,UDS,COST_STABLE
1622,23382691997000,512,12,UDS,3.77,0.12,0.07,20.00,0.00,0.00,0.00,3.77,20.12,UDS,COST_STABLE
1623,23382692001000,512,12,UDS,3.77,0.13,0.08,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1624,23382692003000,512,11,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1625,23382692007000,512,10,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1626,23382692010000,512,10,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1627,23382692013000,512,9,UDS,3.77,0.11,0.05,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1628,23382692016000,512,9,UDS,3.77,0.11,0.05,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1629,23382692019000,512,8,UDS,3.77,0.10,0.05,20.00,0.00,0.00,0.00,3.77,20.10,UDS,COST_STABLE
1630,23382692043000,512,8,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1631,23382692062000,512,8,UDS,3.77,0.12,0.07,20.00,0.00,0.00,0.00,3.77,20.12,UDS,COST_STABLE
1632,23382692072000,512,7,UDS,3.77,0.12,0.07,20.00,0.00,0.00,0.00,3.77,20.12,UDS,COST_STABLE
1633,23382692082000,512,7,UDS,3.77,0.13,0.07,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1634,23382692096000,512,6,UDS,3.77,0.13,0.07,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1635,23382692118000,512,6,UDS,3.77,0.14,0.09,20.00,0.00,0.00,0.00,3.77,20.14,UDS,COST_STABLE
1636,23382692126000,512,6,UDS,3.77,0.14,0.09,20.00,0.00,0.00,0.00,3.77,20.14,UDS,COST_STABLE
1637,23382692133000,512,5,UDS,3.77,0.12,0.07,20.00,0.00,0.00,0.00,3.77,20.12,UDS,COST_STABLE
1638,23382692171000,512,5,UDS,3.77,0.14,0.09,20.00,0.00,0.00,0.00,3.77,20.14,UDS,COST_STABLE
1639,23382692189000,512,5,UDS,3.77,0.15,0.10,20.00,0.00,0.00,0.00,3.77,20.15,UDS,COST_STABLE
1640,23382692201000,512,5,UDS,3.77,0.15,0.10,20.00,0.00,0.00,0.00,3.77,20.15,UDS,COST_STABLE
1641,23382692213000,512,4,UDS,3.77,0.13,0.08,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1642,23382692223000,512,4,UDS,3.77,0.13,0.08,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1643,23382692232000,512,4,UDS,3.77,0.13,0.08,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1644,23382692255000,512,4,UDS,3.77,0.13,0.08,20.00,0.00,0.00,0.00,3.77,20.13,UDS,COST_STABLE
1645,23382692264000,512,3,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1646,23382692271000,512,3,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1647,23382692280000,512,3,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1648,23382692287000,512,3,UDS,3.77,0.10,0.05,20.00,0.00,0.00,0.00,3.77,20.10,UDS,COST_STABLE
1649,23382692308000,512,3,UDS,3.77,0.11,0.06,20.00,0.00,0.00,0.00,3.77,20.11,UDS,COST_STABLE
1650,23382692314000,512,3,UDS,3.77,0.10,0.05,20.00,0.00,0.00,0.00,3.77,20.10,UDS,COST_STABLE
1651,23382692317000,512,2,UDS,3.77,0.08,0.02,20.00,0.00,0.00,0.00,3.77,20.08,UDS,COST_STABLE
1652,23382692320000,512,2,UDS,3.77,0.07,0.02,20.00,0.00,0.00,0.00,3.77,20.07,UDS,COST_STABLE
1653,23382692322000,512,2,UDS,3.77,0.07,0.02,20.00,0.00,0.00,0.00,3.77,20.07,UDS,COST_STABLE
1654,23382692325000,512,2,UDS,3.77,0.07,0.01,20.00,0.00,0.00,0.00,3.77,20.07,UDS,COST_STABLE
1655,23382692328000,512,2,UDS,3.77,0.07,0.01,20.00,0.00,0.00,0.00,3.77,20.07,UDS,COST_STABLE
1656,23382692330000,512,2,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1657,23382692333000,512,2,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1658,23382692336000,512,2,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1659,23382692338000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1660,23382692341000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1661,23382692344000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1662,23382692347000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1663,23382692349000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1664,23382692352000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1665,23382692355000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1666,23382692358000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1667,23382692361000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1668,23382692364000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1669,23382692367000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1670,23382692369000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1671,23382692372000,512,1,UDS,3.77,0.06,0.01,20.00,0.00,0.00,0.00,3.77,20.06,UDS,COST_STABLE
1672,23382692374000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1673,23382692377000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1674,23382692379000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1675,23382692382000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1676,23382692384000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1677,23382692387000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1678,23382692389000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1679,23382692392000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1680,23382692395000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1681,23382692398000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1682,23382692401000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1683,23382692404000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1684,23382692406000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1685,23382692409000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1686,23382692412000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1687,23382692414000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1688,23382692417000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1689,23382692419000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1690,23382692422000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1691,23382692425000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1692,23382692427000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1693,23382692429000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1694,23382692432000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1695,23382692435000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1696,23382692437000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1697,23382692440000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1698,23382692442000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1699,23382692444000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1700,23382692453000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1701,23382692456000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1702,23382692459000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1703,23382692461000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1704,23382692463000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1705,23382692466000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1706,23382692469000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1707,23382692472000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
