seq,payload_bytes,ewma_bytes,route,switched
933,512,512.0,UDS,0
934,512,512.0,UDS,0
935,512,512.0,UDS,0
936,512,512.0,UDS,0
937,512,512.0,UDS,0
938,512,512.0,UDS,0
939,512,512.0,UDS,0
940,512,512.0,UDS,0
941,512,512.0,UDS,0
942,512,512.0,UDS,0
943,512,512.0,UDS,0
944,512,512.0,UDS,0
945,512,512.0,UDS,0
946,512,512.0,UDS,0
947,512,512.0,UDS,0
948,512,512.0,UDS,0
949,512,512.0,UDS,0
950,512,512.0,UDS,0
951,512,512.0,UDS,0
952,512,512.0,UDS,0
953,512,512.0,UDS,0
954,512,512.0,UDS,0
955,512,512.0,UDS,0
956,512,512.0,UDS,0
957,512,512.0,UDS,0
958,512,512.0,UDS,0
959,512,512.0,UDS,0
960,512,512.0,UDS,0
961,512,512.0,UDS,0
962,512,512.0,UDS,0
963,512,512.0,UDS,0
964,512,512.0,UDS,0
965,512,512.0,UDS,0
966,512,512.0,UDS,0
967,512,512.0,UDS,0
968,512,512.0,UDS,0
969,512,512.0,UDS,0
970,512,512.0,UDS,0
971,512,512.0,UDS,0
972,512,512.0,UDS,0
973,512,512.0,UDS,0
974,512,512.0,UDS,0
975,512,512.0,UDS,0
976,512,512.0,UDS,0
977,512,512.0,UDS,0
978,512,512.0,UDS,0
979,512,512.0,UDS,0
980,512,512.0,UDS,0
981,512,512.0,UDS,0
982,512,512.0,UDS,0
983,512,512.0,UDS,0
984,512,512.0,UDS,0
985,512,512.0,UDS,0
986,512,512.0,UDS,0
987,512,512.0,UDS,0
988,512,512.0,UDS,0
989,512,512.0,UDS,0
990,512,512.0,UDS,0
991,512,512.0,UDS,0
992,512,512.0,UDS,0
993,512,512.0,UDS,0
994,512,512.0,UDS,0
995,512,512.0,UDS,0
996,512,512.0,UDS,0
997,512,512.0,UDS,0
998,512,512.0,UDS,0
999,512,512.0,UDS,0
1000,512,512.0,UDS,0
1001,512,512.0,UDS,0
1002,512,512.0,UDS,0
1003,512,512.0,UDS,0
1004,512,512.0,UDS,0
1005,512,512.0,UDS,0
1006,512,512.0,UDS,0
1007,512,512.0,UDS,0
1008,512,512.0,UDS,0
1009,512,512.0,UDS,0
1010,512,512.0,UDS,0
1011,512,512.0,UDS,0
1012,512,512.0,UDS,0
1013,512,512.0,UDS,0
1014,512,512.0,UDS,0
1015,512,512.0,UDS,0
1016,512,512.0,UDS,0
1017,512,512.0,UDS,0
1018,512,512.0,UDS,0
1019,512,512.0,UDS,0
1020,512,512.0,UDS,0
1021,512,512.0,UDS,0
1022,512,512.0,UDS,0
1023,512,512.0,UDS,0
1024,512,512.0,UDS,0
1025,512,512.0,UDS,0
1026,512,512.0,UDS,0
1027,512,512.0,UDS,0
1028,512,512.0,UDS,0
1029,512,512.0,UDS,0
1030,512,512.0,UDS,0
1031,512,512.0,UDS,0
1032,512,512.0,UDS,0
1033,512,512.0,UDS,0
1034,512,512.0,UDS,0
1035,512,512.0,UDS,0
1036,512,512.0,UDS,0
1037,512,512.0,UDS,0
1038,512,512.0,UDS,0
1039,512,512.0,UDS,0
1040,512,512.0,UDS,0
1041,512,512.0,UDS,0
1042,512,512.0,UDS,0
1043,512,512.0,UDS,0
1044,512,512.0,UDS,0
1045,512,512.0,UDS,0
1046,512,512.0,UDS,0
1047,512,512.0,UDS,0
1048,512,512.0,UDS,0
1049,512,512.0,UDS,0
1050,512,512.0,UDS,0
1051,512,512.0,UDS,0
1052,512,512.0,UDS,0
1053,512,512.0,UDS,0
1054,512,512.0,UDS,0
1055,512,512.0,UDS,0
1056,512,512.0,UDS,0
1057,512,512.0,UDS,0
1058,512,512.0,UDS,0
1059,512,512.0,UDS,0
1060,512,512.0,UDS,0
1061,512,512.0,UDS,0
1062,512,512.0,UDS,0
1063,512,512.0,UDS,0
1064,512,512.0,UDS,0
1065,512,512.0,UDS,0
1066,512,512.0,UDS,0
1067,512,512.0,UDS,0
1068,512,512.0,UDS,0
1069,512,512.0,UDS,0
1070,512,512.0,UDS,0
1071,512,512.0,UDS,0
1072,512,512.0,UDS,0
1073,512,512.0,UDS,0
1074,512,512.0,UDS,0
1075,512,512.0,UDS,0
1076,512,512.0,UDS,0
1077,512,512.0,UDS,0
1078,512,512.0,UDS,0
1079,512,512.0,UDS,0
1080,512,512.0,UDS,0
1081,512,512.0,UDS,0
1082,512,512.0,UDS,0
1083,512,512.0,UDS,0
1084,512,512.0,UDS,0
1085,512,512.0,UDS,0
1086,512,512.0,UDS,0
1087,512,512.0,UDS,0
1088,512,512.0,UDS,0
1089,512,512.0,UDS,0
1090,512,512.0,UDS,0
1091,512,512.0,UDS,0
1092,512,512.0,UDS,0
1093,512,512.0,UDS,0
1094,512,512.0,UDS,0
1095,512,512.0,UDS,0
1096,512,512.0,UDS,0
1097,512,512.0,UDS,0
1098,512,512.0,UDS,0
1099,512,512.0,UDS,0
1100,512,512.0,UDS,0
1101,512,512.0,UDS,0
1102,512,512.0,UDS,0
1103,512,512.0,UDS,0
1104,512,512.0,UDS,0
1105,512,512.0,UDS,0
1106,512,512.0,UDS,0
1107,512,512.0,UDS,0
1108,512,512.0,UDS,0
1109,512,512.0,UDS,0
1110,512,512.0,UDS,0
1111,512,512.0,UDS,0
1112,512,512.0,UDS,0
1113,512,512.0,UDS,0
1114,512,512.0,UDS,0
1115,512,512.0,UDS,0
1116,512,512.0,UDS,0
1117,512,512.0,UDS,0
1118,512,512.0,UDS,0
1119,512,512.0,UDS,0
1120,512,512.0,UDS,0
1121,512,512.0,UDS,0
1122,512,512.0,UDS,0
1123,512,512.0,UDS,0
1124,512,512.0,UDS,0
1125,512,512.0,UDS,0
1126,512,512.0,UDS,0
1127,512,512.0,UDS,0
1128,512,512.0,UDS,0
1129,512,512.0,UDS,0
1130,512,512.0,UDS,0
1131,512,512.0,UDS,0
1132,512,512.0,UDS,0
1133,512,512.0,UDS,0
1134,512,512.0,UDS,0
1135,512,512.0,UDS,0
1136,512,512.0,UDS,0
1137,512,512.0,UDS,0
1138,512,512.0,UDS,0
1139,512,512.0,UDS,0
1140,512,512.0,UDS,0
1141,512,512.0,UDS,0
1142,512,512.0,UDS,0
1143,512,512.0,UDS,0
1144,512,512.0,UDS,0
1145,512,512.0,UDS,0
1146,512,512.0,UDS,0
1147,512,512.0,UDS,0
1148,512,512.0,UDS,0
1149,512,512.0,UDS,0
1150,512,512.0,UDS,0
1151,512,512.0,UDS,0
1152,512,512.0,UDS,0
1153,512,512.0,UDS,0
1154,512,512.0,UDS,0
1155,512,512.0,UDS,0
1156,512,512.0,UDS,0
1157,512,512.0,UDS,0
1158,512,512.0,UDS,0
1159,512,512.0,UDS,0
1160,512,512.0,UDS,0
1161,512,512.0,UDS,0
1162,512,512.0,UDS,0
1163,512,512.0,UDS,0
1164,512,512.0,UDS,0
1165,512,512.0,UDS,0
1166,512,512.0,UDS,0
1167,512,512.0,UDS,0
1168,512,512.0,UDS,0
1169,512,512.0,UDS,0
1170,512,512.0,UDS,0
1171,512,512.0,UDS,0
1172,512,512.0,UDS,0
1173,512,512.0,UDS,0
1174,512,512.0,UDS,0
1175,512,512.0,UDS,0
1176,512,512.0,UDS,0
1177,512,512.0,UDS,0
1178,512,512.0,UDS,0
1179,512,512.0,UDS,0
1180,512,512.0,UDS,0
1181,512,512.0,UDS,0
1182,512,512.0,UDS,0
1183,512,512.0,UDS,0
1184,512,512.0,UDS,0
1185,512,512.0,UDS,0
1186,512,512.0,UDS,0
1187,512,512.0,UDS,0
1188,512,512.0,UDS,0
1189,512,512.0,UDS,0
1190,512,512.0,UDS,0
1191,512,512.0,UDS,0
1192,512,512.0,UDS,0
1193,512,512.0,UDS,0
1194,512,512.0,UDS,0
1195,512,512.0,UDS,0
1196,512,512.0,UDS,0
1197,512,512.0,UDS,0
1198,512,512.0,UDS,0
1199,512,512.0,UDS,0
